Khao Soi Khun Yai,"Clean cozy local restaurant, only serve three kind of noodle, tho the best is always the Khao Soi. I had a beef Khao Soi small size, the soup is so thick and balance with spice, and the freshness of sour cabbage, lime and onion on...",fivestarholidays
Khao Soi Khun Yai,"The khao soi was the most amazing bowl of soup I've ever had. So flavorful and delicious, with a homemade/whole in the wall vibe. If you don't stop here in Chiang Mai, you're missing out on the complete chiang mai experience!","Chennai (Madras), India"
Khao Soi Khun Yai,"I'm glad I came here after reading tons of good reviews. Delicious beef khao soi and longan juice, all are very cheap. It opens from 10 am to 2 pm and closes on sunday. You should come early to get a table as it gets...",AsiantravellerPerth
Khao Soi Khun Yai,It was good value for money. Cheap price but I don't know why it is so popular just basic noodles on the street,Victoria H
Khao Soi Khun Yai,"We came here after trying the other great Khao Soi restaurant outside of town.  We got there before they opened and by opening time the place was full.  We got a few dishes to share, the Khao Soi was very good, although we liked the...","Dianella, Australia"
Khao Soi Khun Yai,We skipped breakfast at our hotel and went straight to this restaurant for brunch. My husband and I took our first bite and agreed this was the best dish we've had in our 3 weeks of travelling in Thailand. We both ordered the Khao Soi...,Jordan J
Khao Soi Khun Yai,"No salubrious in atmosphere but  the wow factor is their Khao Soi. Run by three generations of ladies, this place is a must if you visit Chaing Mai! Only open for lunch so don't make plans for dinner, so good!",vanhuynh2612
Khao Soi Khun Yai,The overall experience at this restaurant was exceptional.Lovely decor and great atmosphere!Service was excellent.The khao soi noodle soup was amazing!,Sunghee J
Khao Soi Khun Yai,A must do for us while in Chiang Mai. Great Koi Soi at a low price. Open short hours 10-2 I think and closed Sundays.,"Ho Chi Minh City, Vietnam"
Khao Soi Khun Yai,Visited at about 1245. Place was very busy. We had pork Khao Soi and spicy chicken noodles and two cokes. Cost 90 baht. Was amazing. Would go back in a heart beat. Make sure to get in early since when we went they had already...,Dom_Denise
Khao Soi Khun Yai,"Great little place for a cheap and tasty feed.
Had the Chicken Khao Soi and thoroughly enjoyed it.
I got there about 11am and it filled up quickly after that.
👍",ToddHata
Khao Soi Khun Yai,Don't get fooled by the exterior of this restaurant. Simply stunning food. We came here 3x out of 3 days in Chiang Mai because it was so good. If you haven't tasted Khao Soi this is the best place to do it. Try the boat...,"Mississauga, Ontario, Canada"
Khao Soi Khun Yai,"Came because of Mark Weins vlog. After a trip on a Songtow to Doi Suthep, I was feeling pretty sick after that trip down the winding mountain side and wasn't sure if I would be able to appreciate the food. After getting off at the...","Los Angeles, California"
Khao Soi Khun Yai,We ate here multiple times while in Chiang Mai. A bowl of khao soi costs around 40 baht. Only open for lunch. So tasty!,Hafiz K
Khao Soi Khun Yai,"Quite easy to find by following clear directions on TA, Travelfish and Google Maps.

Went about 11AM and had no trouble getting a table.

As expected, the Khao Soi noodle soup with chicken was delicious and I was tempted to lick the bowl clean, as...","Northamptonshire, UK"
Khao Soi Khun Yai,"By far the most inexpensive Khao Soi I've had so far at 35 Baht, but the flavor just want as it ought to be. 

Their version is Thai as opposed to Muslim. It was ok.",Samir M
Khao Soi Khun Yai,"Small place with Thai street food, only 3 dishes in menu - soups and noodles for 30-50 bath. Few tables under the roof and many locals and foreigners. 
Food was a bit too simple and tasteless.",vlada231
Khao Soi Khun Yai,"Very authentic, so tiny you might miss it. Khao Soi is the most authentically Chiang Mai dish you can get, and this is the best place to get the real thing.","Moscow, Russia"
Khao Soi Khun Yai,"Khao soi is my favorite Thai dish and this is the best place to get it!! Also, you should get the lychee smoothie with it. I will crave this meal for the rest of my life!",jmb222
Khao Soi Khun Yai,"If your looking perfect Khao Soi then here is a must visit for anyone in Chaing mai, I can only comment on the chicken version but it is so good, Grandma herself is serving you and it her own recipe.","Atlanta, Georgia"
Khao Soi Khun Yai,This was the best bowl of noodles we had on our 3 week trip. My boyfriend loved the Khao Soi so much we had to go back again on another day of our visit. Spicy noodle soup is yummy too!,Bskelly16
Khao Soi Khun Yai,Went here with my gf for the khao soi.   It did not disappoint.   Super authentic experience with lots of locals.   The food was great and it's so affordable.   Go here!!,"Denver, Colorado"
Khao Soi Khun Yai,"the best typical chicken northern soup i ever been try! tasty! also the place is very very cheap! we will come back again, worth the visit!",irishrambler0188
Khao Soi Khun Yai,May be a little over hyped but still really good for the price. By the time ( 1:30) we reached the beef and the pork had finished so had the chicken.,komals0628
Khao Soi Khun Yai,Of all the meals we've had in Thailand this is up there in the top 3. The broth was delicious. I had the beef which was actual tender chunks and not sinewy off cuts. The fried noodles stayed crispy even when in the broth do...,Bucajack
Khao Soi Khun Yai,"So when I arrived in Chiang Mai, the recommended must try food is Khao Soi! Searched for a good one and found this online. It's located at the city area beside a temple. Place has parking so if you're riding or driving, don't hesitate to...","Toronto, Canada"
Khao Soi Khun Yai,"The Khao Soi available here is indeed very, very tasty. You can find it just off the main road, a few hundred metres from the north gate. The facilities are humble and every bit what you'd expect from a streetside cafe (although it's actually on...",Neekaluz
Khao Soi Khun Yai,"Simply some of the best Khao Soi I've ever had! Which is good as it's all they do!

Got there quite early (about 1030) as I didn't want them to run out.  Even at that time it was busy with locals enjoying thier bowls of...","Singapore, Singapore"
Khao Soi Khun Yai,"This is basically street food eaten on plastic tables in a courtyard, but the Khao Soi is fantastic, (creamy curry soup with egg noodles, chicken/Pork/Beef/Veg, topped with crispy noodles and a small side of pickled cabbage, onion and chilli). Well worth a visit, and soooooo...",morgapple
Khao Soi Khun Yai,This is a hole in the wall restaurant behind a gate. You can only get khao soi with chicken or beef and will pay no more than 45 baht. The portions are not too big but the perfect for an afternoon snack!,"Hampshire, United Kingdom"
Khao Soi Khun Yai,"delicious spicy noodles with chicken, perfect sour sweet and spicy flavors. in love! food comes out quick and price is unbeatable",timjharding
Khao Soi Khun Yai,We were in Chiang Mai during Yi Peng festival and knew this place would be packed ( also because of the short business hours - 10 am till 2 pm ). Our plan was to arrive at the stall just after it opens for business...,"Birmingham, United Kingdom"
Khao Soi Khun Yai,"While Khao Soi is not my favorite Thai food, being in Chiang Mai  you got to try it.... and this place is the best one we had.  

Just be aware, you are eating under a tent and you can see many things on the table...",sandgrownun18
Khao Soi Khun Yai,"And I'm not exaggerating when I said its the best Khao Soi in the world because IT IS!!!!! I have tried other restaurants that offers Khao Soi but no one ever beats Khao Soi Khun Yai.

Please, PLEASE, never ever go to Chiang Mai without...",thefridaytraveler
Khao Soi Khun Yai,"I did not find this place on trip advisor or from another source but found it when driving past.  I did not actually see it but could smell it, it smelt beautiful, my nose did not disappoint me.  If you want real Chiang Mai food...",Maldives
Khao Soi Khun Yai,I am a big fan of Khao Soin and this place serves the most delicious one I have tried. A bit crowded but will be worth the wait.,fevving
Khao Soi Khun Yai,"My painstaking research led me here at the end of 2014. It's my first bowl of Khao Soi in Chiang Mai and I still remembered the glee. Such a small bowl of wonder! The broth was rich yet fresh, not overpoweringly creamy nor oily. The...","Portsmouth, United Kingdom"
Khao Soi Khun Yai,"I have a Thai wife and two young children aged 7 and 11. We have been to Thailand several times and it is often difficult to find food that will satisfy them all. In the case of this little eatery, I had read the reviews...",carlamarina1979
Khao Soi Khun Yai,No frills dining venue with excellent Khao Soi at authentic prices.  Great lunch option near the city walls.,"Chiang Mai Province, Thailand"
Khao Soi Khun Yai,"This place is right off the street. Make a right into what looks like an alley/driveway, and it's immediately on the left under some tarp covering. We actually had to make a double take as we weren't sure if we were in the right place,...",Venus_Martian
